,ID,FULL TEXT,CREATED AT,LIKE COUNT,FOLLOWERS COUNT,LABEL
65,1.42E+18,ශ්‍රී ලංකා කණ්ඩායමේ ක්‍රීඩකයන් දෙදෙනකු අද ඉන්දීය පිල වෙනුවෙන් ක්‍රීඩා කරනු ඇත.😂,7/28/2021 6:14,37,5810,Sport
,,,,,,
66,1.42E+18,"ඔලිම්පික් ක්‍රීඩා උළෙලේ දී භාවිත වන බේස් බෝල් පන්දුව ශ්‍රී ලංකාවේ නිෂ්පාදනයක් 
#Srilankan #Srilanka #lka #Lanka #Ceylon #DGI #Government #Information #Department #News #infodprtsl https://t.co/3q34EjqXXm",7/28/2021 5:37,11,8028,Entertainment
,,,,,,
67,1.42E+18,"කීර්තිය ගේන්න ගිය ක්‍රීඩකයන්ට ජාතික 🇱🇰 කොඩිය මහපු නිල ඇඳුමක් දෙන්න බෑ..
ඒත් ක්‍රීඩා ඇමති තවත් ඇමතිලා තුන් දෙනෙක් එක්ක ප්ලේන් එකේ යන ගමන් සෙල්ෆි ගහලා දානවා කොඩිය 🇱🇰 එක්ක මහපු ජර්සියක්  ඇඳගෙන .. https://t.co/aK7qhdhcGG",7/28/2021 3:39,2,3245,Sport
,,,,,,
68,1.42E+18,"2028 වසරේ පැවැත්විමට නියමිත ඔලිම්පික් උළෙල සදහා ක්‍රීඩා ඉසව්වක් ලෙස ක්‍රිකට්‌ ක්‍රීඩාව ඇතුළත් කිරීමට අදහස් කර ඇති අතර කුමන ආකෘතිය ඒ සදහා ඇතුළත් කරයිද යන්න තවම තිරණය කර නොමැත.
#Cricsl",7/28/2021 3:12,16,1310,Sport
,,,,,,
69,1.42E+18,ක්‍රීඩා පනත පිළිබඳ ඇමැති සමග ඔලිම්පික් ලොක්කෝ සාකච්ඡාවක https://t.co/m0TqLouXY1,7/28/2021 1:07,1,1607,Politics
,,,,,,
70,1.42E+18,"""බලන්න. ඔලිම්පික් ගිය ක්‍රීඩකයො කවුරුත් ලංකාවෙ කොඩිය පැලඳලා නෑ, ඒ ඔවුන්ගෙ හීනමානෙ නීසා. ඒත් බලන්න අපේ ක්‍රීඩා අමාත්‍යතුමා, එතුමා බොහෝම ආඩම්බරෙන් ශ්‍රීලාංකික කොඩිය පැලඳගෙන ඉන්නවා. මෙවැනි තරුණ නායකයෙක් අනාගත ජනාධිපති කරවීම ම අපි ලබන භාග්‍යක් නොවේද?"" https://t.co/cA6kHcLoHP",7/28/2021 0:57,3,4106,Sport
,,,,,,
71,1.42E+18,ඉඩම් ඇමති නාමල් එක්ක ඔලිම්පික් ගියේ ඉඩම් ක්‍රීඩාවක් තියනවද?...අදාල නැති ඇමතිවරු තිදෙනෙක් ක්‍රීඩා ඇමති සමඟ ඔලිම්පික් ගිහින් - (video) https://t.co/X93dpEJzD2,7/27/2021 18:09,1,1631,Sport
,,,,,,
72,1.42E+18,ඔලිම්පික් ක්‍රීඩා උළෙලේ තරඟ ඉසව් රැසක් කල් දැමේ https://t.co/8GMzqu1tYx,7/27/2021 14:27,1,1607,Sport
,,,,,,
73,1.42E+18,"Exclusive from #Tokyo2020 🚨

ලැබු ප්‍රතිඵලය ගැන තමන් සතුටුට පත් නොවන බවත් තමන් අතින් උපාය මාර්ගික වරදක් සිදුවු බවත් මැතිව් අබේසිංහ පවසනවා. ජය පරාජය ක්‍රීඩාවේ අංගයක් වන අතර තම ක්‍රීඩා දිවිය තුළ ජයග්‍රහණ වගේම පරාජයන් ද තමන් අත්විද ඇති බව පිහිණුම් ශූර මැතිව් අබේසිංහ ප්‍රකාශ කළා. https://t.co/4X6FSJBrxr",7/27/2021 12:42,20,3654,Sport
,,,,,,
74,1.42E+18,"ක්‍රීඩා ඇමතිට අමතරව
තෙනුක විදානගමගේ 
රොෂාන් රණසිංහ 
ඩී වී චානක 
ජපාන සවාරියේ යෙදී සිටින අමාත්‍ය මණ්ඩල සාමාජිකයන් නේද✌ 
බැසිල් ඇමති කිව්වා වගේ දූෂණය නාස්තිය අවම කරන්නේ මෙහෙමද? 😷 https://t.co/7mJQQ2V9FP",7/27/2021 11:55,0,3245,Sport
,,,,,,
75,1.42E+18,"රට වෙනුවෙන් ඔලිම්පික් උළෙලේදී ක්‍රීඩා කල ඔබට අපගේ ස්තුතිය.
#OlympicGames #SriLanka",7/27/2021 11:32,4,118,Sport
,,,,,,
76,1.42E+18,පසුගිය ඉරිදා පැවති පළමු විස්සයි 20 තරගය සඳහා ක්‍රීඩා කළ ඉන්දීය තුන් ඉරියව් ක්‍රීඩක Krunal Pandya කොවිඩ් වෛරසය ආසාදනය වී ඇති බවට තහවුරු වීමත් සමග අද පැවැත්වීමට නියමිත දෙවන විස්සයි 20 තරගය කල් දැමීමට තීරණය කර තිබෙනවා. #lka #SriLanka #INDvsSL2021,7/27/2021 10:26,80,2875,Sport
,,,,,,
77,1.42E+18,@UnpopOpinionSL @IsuriUdeshika මම නම් හිතන්නේ මුළු ජීවිත කාලෙම රජයෙන් එයාට පහසුකම් සපයන්න ඕනි කියලා.එයා ලබපු ජයග්‍ර,7/27/2021 10:26,0,956,Sport
,,,,,,
78,1.42E+18,@NipuniSR ක්‍රීඩා කරන්න කියලාද. 😅,7/27/2021 8:04,0,4472,Sport
,,,,,,
79,1.42E+18,"09. ලොව හොදම අධ්‍යාපනය සහිත රට
අධ්‍යාපනය සම්පූර්ණයෙන්ම නොමිලේ වගේම ලොව හොදම අධ්‍යාපන ක්‍රමය තියෙන්නෙත් ෆින්ලන්තයේ.පොත්පත්,පාසල් උපකරණ,ක්‍රීඩා භාණ්ඩ නොමිලේ සපයනවා වගේම අසහනකාරී විභාගත් නෑ.තව ටියුෂන් නෑ වගේම ෆින්ලන්ත දරුවෝ ලොව අඩුම මානසික පීඩයක් සහිත දරුවෝ.",7/27/2021 7:16,21,1327,Other
,,,,,,
80,1.42E+18,".
05. ක්‍රීඩාව ජීවිතේම කොටසක්
රටේ හැමකෙනෙක්මවගේ කිසියම් හෝ ක්‍රීඩාවක් කරනවා. අන්තර්ජාතික ක්‍රීඩා වගේම දේශීය ක්‍රීඩාත් තියෙනවා. බිරිඳ කරේ තබාගෙන දිවීම රටේ ජනප්‍රිය ක්‍රීඩා අංගයක්.",7/27/2021 7:14,18,1327,Sport
,,,,,,
81,1.42E+18,"සමහර ඔලිම්පික් වාර්තා දශක කිහිපයක් තිස්සේ තවමත් නොබිඳී පවතිනවා. මේ දශක 3කට වැඩි කාලයක් පුරාවට නොබිඳී පවතින ඔලිම්පික් මලල ක්‍රීඩා වාර්තා 11ක්.

https://t.co/xSvt5lR9wq",7/27/2021 6:52,7,1182,Entertainment
,,,,,,
82,1.42E+18,"මෙවර ජපානයේ ඔලිම්පික් ගිනි සිළුව දැල්වීමටද තෝරාගත් එරට ජනප්‍රියම ක්‍රීඩා තාරකාව හැටියට සැලකෙන ටෙනිස් ශූරී නයෝමි ඔසාකා තුන්වන වටයේ තරගයකින් පැරදී ඔලිම්පික් ටෙනිස් තරගාවලියෙන් ඉවත්වීමට සිදුව තිබේ. 

අද 27 අඟහරුවාදා පැවති ටෝකියෝ ටෙනිස් තරගාවලියේ තෙවැනි වටයේ… https://t.co/BZvMszvwGT",7/27/2021 5:55,1,6740,Sport
,,,,,,
83,1.42E+18,ඔලිම්පික් ක්‍රීඩා උළෙලේ තරඟ ඉසව් රැසක් කල් දැමේ - Read More &gt;&gt;&gt; https://t.co/3r4GgkVI8Z #LKA #SriLanka https://t.co/jH3Ii7daKk,7/27/2021 3:16,0,2025,Sport
,,,,,,
84,1.42E+18,@Na_na_Ba_Nana @IsuriUdeshika කතාව ඇත්ත. ඒ වගේම ක්‍රීඩාවෙන් ජාත්‍යන්තර ජයග්‍රහණ ගෙනාවම සුසන්තිකා හිතුවා මුලු ජීවි,7/27/2021 3:11,1,6,Sport
,,,,,,
85,1.42E+18,@Na_na_Ba_Nana @Iam_Sanjula @Na_na_Ba_Nana ක්‍රීඩිකාවක් ක්‍රීඩිකයෙක් වශයෙන් මම ගරු කරන චරිත දෙකක්.... පුළුවන් හැම වතාවෙම අර?,7/27/2021 1:56,9,5195,Sport
,,,,,,
86,1.42E+18,ඔලිම්පික් ක්‍රීඩා උළෙලට සහභාගී වූ නිලූක කරුණාරත්න හා චාමර නුවන් තරඟ බිමට - Read More &gt;&gt;&gt; https://t.co/kS2NYZobRx #LKA #SriLanka https://t.co/iDzfK8taEH,7/26/2021 12:35,3,2025,Sport
,,,,,,
87,1.42E+18,"මෙම සබඳතා සෞභාග්‍යය වෙනුවෙන් බුදු දහම, කුසලතා සංවර්ධනය, ආපදා කළමනාකරණය, සංවර්ධන සහයෝගීතාවය, ක්‍රීඩා/තරුණ සබඳතා සහ ගුවන් සහ සාගර සම්බන්ධකතාවය ප්‍රවර්ධනය කිරීමට ප්‍රකාශයට පත් කරන ලද ඇ.ඩො.මිලියන 15ක ප්‍රදානය තුළින් ද පිළිඹිබු වන බව එතුමා ප්‍රකාශ කළේය.",7/26/2021 11:40,1,22220,Politics
,,,,,,
88,1.42E+18,"@tharu__ වර්ල්ඩ් කප් එකක් දින්නන්නම වෙයි අනිත් ඒව කා වදින්න නම්,80 ගනන් වල ක්‍රීඩාව ගැන ක්‍රීඩා ලෝලියා ?",7/26/2021 11:23,0,600,Sport
,,,,,,
89,1.42E+18,"ජාතික ක්‍රීඩාව වන වොලිබෝල්,
හෝ අනෙකුත් ක්‍රීඩා තරඟ පාපන්දු,
බාස්කට් බෝල්,රගර් ............
පැරද්දෙදි මිනිස්සු කෑගහන්නෙ
නැත්තෙ ඇයි?
ලංකාවෙ ඉන්නෙ ක්‍රීඩා ලෝලීන්ද?
ක්‍රිකට් ලෝලින්ද?
🤔",7/26/2021 11:13,9,600,Sport
,,,,,,
,,,,,,
91,1.42E+18,"@RajapaksaNamal ගරු. තරුණ සහ ක්‍රීඩා අමාත්‍ය නාමල් රාජපක්ෂ මැතිතුමන්, සහ එක්සත් ජාතීන්ගේ මානුෂීය කටයුතු ප?",7/26/2021 9:35,0,395,Sport
,,,,,,
92,1.42E+18,"මේ වනවිට ජපානයේ ඔලිම්පික් උළෙල නැරඹීම සඳහා ගොස් සිටින ක්‍රීඩා ඇමති නාමල් රාජපක්ෂ ජපන් බසින් ට්විටර් පණිවිඩයක් නිකුත් කර තිබේ. එහි මෙසේ දැක්වේ.

‘වෙළඳ, රැකියා, සංචාරක, ආයෝජන, සංස්කෘතිය සහ තරුණ හුවමාරුව දෙරටේ සංවර්ධනයේ දී අන්‍යෝන්‍ය වශයෙන් වාසිදායක සහ වැදග… https://t.co/6kSrB9ofKW",7/26/2021 9:12,1,6740,Politics
,,,,,,
93,1.42E+18,"ලෝකෙට රෙදි මහන රටකට, ඔලිම්පික් යන කණ්ඩායමට ඒඒ ක්‍රීඩාවට අදාලව ‘ජාතික ක්‍රීඩා ඇදුම්’ සපයගන්න බැරි ඇයි. 

වුවමනාවක් නැති කමද ගාණක් නැති කමද",7/26/2021 9:10,2,644,Sport
,,,,,,
94,1.42E+18,"වයස අවුරුදු 13 ක්වූ ජපානයේ මොමිජි නිෂියා සඳුදා ටෝකියෝ නුවර පැවති ක්‍රීඩා උළෙලේ කාන්තා වීදි ස්කේට්බොඩිං ක්‍රීඩාවේ ප්‍රථම ඔලිම්පික් රන් පදක්කම දිනා ගනිමින් ඉතිහාසය අලුත් කළාය.

රිදී පදක්කම දිනාගත් බ්‍රසීලයේ රයිසා ලීල්ද වයස 13  දැරියකවූ අතර , 16 හැවිරිදි ජප… https://t.co/sbxBiiRsGl",7/26/2021 7:57,4,6740,Sport
,,,,,,
95,1.42E+18,"⚘ඔලිම්පික් ක්‍රීඩා උළෙලක් සඳහා සුදුසුකම් ලැබූ පළමු ශ්‍රී ලාංකේය ජිම්නාස්ටික් ක්‍රීඩිකාව වන ⚘ මිල්කා ගෙහානි, ඇයගේ දක්ෂතාව විනය සහ ක්‍රීඩාව කෙරෙහි දක්වන කැපවීම ආදී වූ සාධක මතින් ටෝකියෝ ජිම්නාස්ටික් තරඟබිමේදි මව්රටට ගෞරවයක් ගෙනදෙමින් ක්‍රීඩා කළා ය.

https://t.co/ithi0jev9b https://t.co/fAbAk0xiMf",7/26/2021 7:50,0,26,Sport
